Name,Role,Opponent,Games,Wins,Losses,WR
Yone,BOTTOM,Sett,3,0,3,0
Yone,BOTTOM,Swain,3,0,3,0
Yone,BOTTOM,Sylas,3,3,0,100
Yone,BOTTOM,Chogath,3,0,3,0
Yone,BOTTOM,Gragas,3,0,3,0
Yone,BOTTOM,Viktor,3,0,3,0
Yone,BOTTOM,Nilah,3,3,0,100
Yone,BOTTOM,Varus,2,0,2,0
Yone,BOTTOM,Warwick,2,0,2,0
Yone,JUNGLE,Nocturne,4,4,0,100
Yone,JUNGLE,Kayn,2,0,2,0
Yone,JUNGLE,Zac,4,2,2,50
Yone,JUNGLE,Warwick,5,3,2,60
Yone,JUNGLE,JarvanIV,3,0,3,0
Yone,JUNGLE,Diana,3,3,0,100
Yone,JUNGLE,LeeSin,5,3,2,60
Yone,JUNGLE,Neeko,3,0,3,0
Yone,JUNGLE,Kindred,3,3,0,100
Yone,JUNGLE,Sylas,3,0,3,0
Yone,JUNGLE,Lillia,3,3,0,100
Yone,JUNGLE,Pantheon,3,0,3,0
Yone,JUNGLE,Viego,6,3,3,50
Yone,JUNGLE,Amumu,3,0,3,0
Yone,JUNGLE,Udyr,3,0,3,0
Yone,,Nautilus,2,0,2,0
Viego,JUNGLE,Volibear,112,72,40,64.29
Viego,JUNGLE,Nocturne,294,138,156,46.94
Viego,JUNGLE,FiddleSticks,96,54,42,56.25
Viego,JUNGLE,RekSai,47,25,22,53.19
Viego,JUNGLE,Kayn,341,177,164,51.91
Viego,JUNGLE,Warwick,277,117,160,42.24
Viego,JUNGLE,Diana,260,128,132,49.23
Viego,JUNGLE,Evelynn,84,42,42,50
Viego,JUNGLE,Aatrox,6,3,3,50
Viego,JUNGLE,Nidalee,92,63,29,68.48
Viego,JUNGLE,Ekko,110,44,66,40
Viego,JUNGLE,Amumu,298,142,156,47.65
Viego,JUNGLE,Zac,117,63,54,53.85
Viego,JUNGLE,Vi,325,186,139,57.23
Viego,JUNGLE,MonkeyKing,209,109,100,52.15
Viego,JUNGLE,LeeSin,496,259,237,52.22
Viego,JUNGLE,Gragas,63,39,24,61.9
Viego,JUNGLE,Taliyah,20,5,15,25
Viego,JUNGLE,Mordekaiser,27,8,19,29.63
Viego,JUNGLE,Lillia,107,45,62,42.06
Viego,JUNGLE,Udyr,58,31,27,53.45
Viego,JUNGLE,Sejuani,146,73,73,50
Viego,JUNGLE,Shaco,140,83,57,59.29
Viego,JUNGLE,Pantheon,146,61,85,41.78
Viego,JUNGLE,Rammus,89,44,45,49.44
Viego,JUNGLE,Graves,165,66,99,40
Viego,JUNGLE,Belveth,61,37,24,60.66
Viego,JUNGLE,Zyra,98,53,45,54.08
Viego,JUNGLE,Khazix,134,66,68,49.25
Viego,JUNGLE,Rengar,66,27,39,40.91
Viego,JUNGLE,Elise,139,68,71,48.92
Viego,JUNGLE,Maokai,26,9,17,34.62
Viego,JUNGLE,JarvanIV,182,97,85,53.3
Viego,JUNGLE,Jax,72,28,44,38.89
Viego,JUNGLE,Kindred,83,53,30,63.86
Viego,JUNGLE,Urgot,3,0,3,0
Viego,JUNGLE,MasterYi,181,98,83,54.14
Viego,JUNGLE,Qiyana,9,3,6,33.33
Viego,JUNGLE,Hecarim,124,82,42,66.13
Viego,JUNGLE,Nunu,139,73,66,52.52
Viego,JUNGLE,Darius,104,56,48,53.85
Viego,JUNGLE,XinZhao,166,100,66,60.24
Viego,JUNGLE,Skarner,105,62,43,59.05
Viego,JUNGLE,Yorick,71,46,25,64.79
Viego,JUNGLE,Ambessa,36,17,19,47.22
Viego,JUNGLE,Briar,106,52,54,49.06
Viego,JUNGLE,Shyvana,76,20,56,26.32
Viego,JUNGLE,Gwen,44,21,23,47.73
Viego,JUNGLE,Trundle,21,14,7,66.67
Viego,JUNGLE,Rumble,13,9,4,69.23
Viego,JUNGLE,DrMundo,6,3,3,50
Viego,JUNGLE,Naafiri,8,3,5,37.5
Viego,JUNGLE,Ivern,41,26,15,63.41
Viego,JUNGLE,Teemo,23,10,13,43.48
Viego,JUNGLE,Talon,57,24,33,42.11
Viego,JUNGLE,Ezreal,8,0,8,0
Viego,JUNGLE,Chogath,19,9,10,47.37
Viego,JUNGLE,Shen,11,6,5,54.55
Viego,JUNGLE,Malphite,14,2,12,14.29
Viego,JUNGLE,Garen,19,3,16,15.79
Viego,JUNGLE,Olaf,21,11,10,52.38
Viego,JUNGLE,Karthus,39,14,25,35.9
Viego,JUNGLE,Nasus,13,8,5,61.54
Viego,JUNGLE,Sylas,21,9,12,42.86
Viego,JUNGLE,Zed,71,23,48,32.39
Viego,JUNGLE,Yasuo,2,2,0,100
Viego,JUNGLE,Tryndamere,9,9,0,100
Viego,JUNGLE,Nautilus,2,2,0,100
Viego,JUNGLE,Aurora,2,2,0,100
Viego,JUNGLE,Fizz,2,2,0,100
Viego,JUNGLE,Morgana,8,2,6,25
Viego,JUNGLE,Ornn,5,5,0,100
Viego,JUNGLE,Neeko,5,0,5,0
Viego,JUNGLE,Sion,11,5,6,45.45
Viego,JUNGLE,Kaisa,3,3,0,100
Viego,JUNGLE,Poppy,26,12,14,46.15
Viego,JUNGLE,AurelionSol,3,0,3,0
Viego,JUNGLE,Sett,6,6,0,100
Viego,JUNGLE,Jayce,3,0,3,0
Viego,JUNGLE,Yone,6,3,3,50
Viego,JUNGLE,Renekton,3,3,0,100
Viego,JUNGLE,Samira,3,3,0,100
Viego,JUNGLE,Bard,3,3,0,100
Viego,JUNGLE,Taric,6,3,3,50
Viego,JUNGLE,Hwei,3,3,0,100
Viego,JUNGLE,MissFortune,3,3,0,100
Viego,JUNGLE,TwistedFate,4,0,4,0
Viego,JUNGLE,Twitch,2,2,0,100
Viego,TOP,Singed,3,3,0,100
Viego,TOP,Nasus,3,3,0,100
Viego,TOP,Volibear,2,0,2,0
Viego,TOP,Vladimir,2,0,2,0
Viego,TOP,TahmKench,2,0,2,0
Viego,TOP,Jax,2,0,2,0
Viego,TOP,Gwen,3,0,3,0
Viego,TOP,Kennen,3,0,3,0
Viego,TOP,Garen,3,3,0,100
Viego,TOP,Renekton,6,6,0,100
Viego,TOP,Aatrox,3,0,3,0
Viego,TOP,Yasuo,3,0,3,0
Viego,TOP,Akali,3,3,0,100
Viego,TOP,LeeSin,3,3,0,100
Viego,TOP,Sett,3,3,0,100
Viego,TOP,Gnar,3,0,3,0
Viego,TOP,Darius,6,3,3,50
