Name,Role,Games,Wins,Losses,WR
Pantheon,,55,0,55,0
Singed,TOP,3090,1757,1333,56.86
Singed,BOTTOM,255,122,133,47.84
Singed,JUNGLE,337,177,160,52.52
Singed,UTILITY,310,145,165,46.77
Singed,MIDDLE,155,84,71,54.19
Singed,,13,0,13,0
Shaco,JUNGLE,10580,5060,5520,47.83
Shaco,UTILITY,2383,1264,1119,53.04
Shaco,TOP,923,427,496,46.26
Shaco,MIDDLE,221,98,123,44.34
Shaco,BOTTOM,118,51,67,43.22
Shaco,,6,0,6,0
