Name,Role,Games,Wins,Losses,WR
Gangplank,TOP,1947,891,1056,45.76
Gangplank,MIDDLE,389,195,194,50.13
Gangplank,UTILITY,3,0,3,0
Gangplank,BOTTOM,20,12,8,60
Gangplank,JUNGLE,8,8,0,100
Gangplank,,2,0,2,0
Irelia,MIDDLE,1842,883,959,47.94
Irelia,TOP,1908,923,985,48.38
Irelia,BOTTOM,107,62,45,57.94
Irelia,JUNGLE,19,9,10,47.37
Irelia,UTILITY,6,0,6,0
Irelia,,2,0,2,0
Kaisa,BOTTOM,7971,3810,4161,47.8
Kaisa,MIDDLE,165,86,79,52.12
Kaisa,TOP,94,42,52,44.68
Kaisa,JUNGLE,51,19,32,37.25
Kaisa,,11,6,5,54.55
Kaisa,UTILITY,25,7,18,28
Nautilus,UTILITY,6799,3437,3362,50.55
Nautilus,JUNGLE,103,41,62,39.81
Nautilus,TOP,157,63,94,40.13
Nautilus,MIDDLE,44,20,24,45.45
Nautilus,BOTTOM,10,8,2,80
Nautilus,,7,2,5,28.57
Urgot,TOP,2347,1178,1169,50.19
Urgot,JUNGLE,57,19,38,33.33
Urgot,BOTTOM,41,18,23,43.9
Urgot,MIDDLE,61,44,17,72.13
Urgot,,3,0,3,0
Urgot,UTILITY,8,8,0,100
Diana,JUNGLE,5145,2524,2621,49.06
Diana,MIDDLE,2220,1097,1123,49.41
Diana,TOP,86,51,35,59.3
Diana,,6,0,6,0
Diana,BOTTOM,8,3,5,37.5
Diana,UTILITY,23,12,11,52.17
Syndra,MIDDLE,3495,1714,1781,49.04
Syndra,UTILITY,72,32,40,44.44
Syndra,BOTTOM,144,78,66,54.17
Syndra,TOP,30,10,20,33.33
Braum,UTILITY,4093,2141,1952,52.31
Braum,,3,0,3,0
Braum,TOP,13,5,8,38.46
Braum,BOTTOM,8,3,5,37.5
Braum,MIDDLE,5,0,5,0
Teemo,TOP,3371,1691,1680,50.16
Teemo,JUNGLE,726,360,366,49.59
Teemo,MIDDLE,235,105,130,44.68
Teemo,BOTTOM,188,78,110,41.49
Teemo,UTILITY,441,238,203,53.97
Teemo,,8,0,8,0
Ryze,BOTTOM,32,9,23,28.13
Ryze,MIDDLE,1596,784,812,49.12
Ryze,TOP,417,212,205,50.84
Ryze,UTILITY,5,5,0,100
Ryze,JUNGLE,6,3,3,50
Jax,TOP,3324,1576,1748,47.41
Jax,JUNGLE,966,516,450,53.42
Jax,BOTTOM,28,4,24,14.29
Jax,UTILITY,76,39,37,51.32
Jax,MIDDLE,119,50,69,42.02
Jax,,6,0,6,0
Sejuani,JUNGLE,3118,1712,1406,54.91
Sejuani,TOP,155,83,72,53.55
Sejuani,UTILITY,85,39,46,45.88
Sejuani,MIDDLE,45,33,12,73.33
Sejuani,BOTTOM,6,0,6,0
Sejuani,,2,0,2,0
Hwei,MIDDLE,2657,1259,1398,47.38
Hwei,BOTTOM,404,212,192,52.48
Hwei,UTILITY,389,196,193,50.39
Hwei,TOP,41,12,29,29.27
Hwei,JUNGLE,3,0,3,0
Zac,UTILITY,229,113,116,49.34
Zac,JUNGLE,2587,1262,1325,48.78
Zac,TOP,350,172,178,49.14
Zac,MIDDLE,68,39,29,57.35
Zac,BOTTOM,7,5,2,71.43
Darius,TOP,6506,3275,3231,50.34
Darius,JUNGLE,2405,1324,1081,55.05
Darius,MIDDLE,132,65,67,49.24
Darius,UTILITY,54,30,24,55.56
Darius,BOTTOM,68,17,51,25
Darius,,8,0,8,0
JarvanIV,JUNGLE,3590,1888,1702,52.59
JarvanIV,BOTTOM,38,7,31,18.42
JarvanIV,MIDDLE,45,14,31,31.11
JarvanIV,TOP,94,48,46,51.06
JarvanIV,UTILITY,153,68,85,44.44
JarvanIV,,6,0,6,0
Xerath,MIDDLE,2285,1171,1114,51.25
Xerath,UTILITY,2076,1073,1003,51.69
Xerath,BOTTOM,154,91,63,59.09
Xerath,,6,0,6,0
Xerath,TOP,20,13,7,65
Xerath,JUNGLE,3,0,3,0
Yuumi,UTILITY,4010,2069,1941,51.6
Yuumi,TOP,6,0,6,0
Yuumi,JUNGLE,18,0,18,0
Yuumi,BOTTOM,20,8,12,40
Yuumi,,6,0,6,0
Chogath,TOP,4052,2126,1926,52.47
Chogath,MIDDLE,1847,1000,847,54.14
Chogath,JUNGLE,327,184,143,56.27
Chogath,BOTTOM,226,94,132,41.59
Chogath,UTILITY,262,141,121,53.82
Chogath,,3,0,3,0
Sivir,BOTTOM,2851,1507,1344,52.86
Sivir,JUNGLE,6,0,6,0
Sivir,MIDDLE,29,15,14,51.72
Sivir,TOP,14,6,8,42.86
Sivir,UTILITY,8,5,3,62.5
Ashe,UTILITY,644,271,373,42.08
Ashe,TOP,131,66,65,50.38
Ashe,BOTTOM,9353,4597,4756,49.15
Ashe,MIDDLE,79,38,41,48.1
Ashe,JUNGLE,5,2,3,40
Ashe,,5,0,5,0
Malphite,TOP,4080,2136,1944,52.35
Malphite,MIDDLE,744,359,385,48.25
Malphite,UTILITY,648,291,357,44.91
Malphite,JUNGLE,283,129,154,45.58
Malphite,BOTTOM,34,13,21,38.24
Malphite,,5,0,5,0
Lissandra,MIDDLE,1823,901,922,49.42
Lissandra,TOP,93,45,48,48.39
Lissandra,BOTTOM,22,3,19,13.64
Lissandra,UTILITY,81,48,33,59.26
Lissandra,,2,0,2,0
Lulu,UTILITY,7110,3575,3535,50.28
Lulu,BOTTOM,19,9,10,47.37
Lulu,JUNGLE,10,2,8,20
Lulu,TOP,52,16,36,30.77
Lulu,MIDDLE,71,30,41,42.25
Sett,TOP,6592,3390,3202,51.43
Sett,MIDDLE,321,171,150,53.27
Sett,JUNGLE,150,77,73,51.33
Sett,UTILITY,346,160,186,46.24
Sett,BOTTOM,125,72,53,57.6
Sett,,9,0,9,0
Katarina,MIDDLE,3121,1480,1641,47.42
Katarina,BOTTOM,72,44,28,61.11
Katarina,TOP,65,28,37,43.08
Katarina,UTILITY,20,9,11,45
Katarina,,6,0,6,0
Katarina,JUNGLE,3,0,3,0
Jinx,BOTTOM,12837,6946,5891,54.11
Jinx,JUNGLE,14,6,8,42.86
Jinx,MIDDLE,35,23,12,65.71
Jinx,TOP,23,8,15,34.78
Jinx,,11,0,11,0
Jinx,UTILITY,3,0,3,0
Renata,UTILITY,1216,624,592,51.32
Renata,MIDDLE,6,2,4,33.33
Renata,TOP,3,0,3,0
Renata,BOTTOM,12,0,12,0
Vladimir,TOP,1291,623,668,48.26
Vladimir,MIDDLE,1755,951,804,54.19
Vladimir,BOTTOM,48,24,24,50
Vladimir,JUNGLE,5,0,5,0
Vladimir,,3,3,0,100
Velkoz,MIDDLE,837,423,414,50.54
Velkoz,UTILITY,1861,928,933,49.87
Velkoz,BOTTOM,126,60,66,47.62
Velkoz,TOP,18,13,5,72.22
Velkoz,JUNGLE,5,3,2,60
Xayah,BOTTOM,3074,1549,1525,50.39
Xayah,MIDDLE,21,9,12,42.86
Xayah,UTILITY,8,8,0,100
Xayah,,6,0,6,0
Xayah,TOP,6,6,0,100
Leblanc,UTILITY,342,143,199,41.81
Leblanc,MIDDLE,2664,1281,1383,48.09
Leblanc,BOTTOM,32,11,21,34.38
Leblanc,TOP,56,29,27,51.79
Viktor,MIDDLE,4596,2332,2264,50.74
Viktor,BOTTOM,224,124,100,55.36
Viktor,TOP,140,76,64,54.29
Viktor,UTILITY,42,32,10,76.19
Viktor,,3,0,3,0
Viktor,JUNGLE,2,0,2,0
Graves,JUNGLE,3140,1686,1454,53.69
Graves,TOP,60,32,28,53.33
Graves,MIDDLE,79,36,43,45.57
Graves,UTILITY,12,6,6,50
Graves,BOTTOM,35,14,21,40
Graves,,2,0,2,0
XinZhao,JUNGLE,3062,1557,1505,50.85
XinZhao,TOP,171,78,93,45.61
XinZhao,MIDDLE,95,51,44,53.68
XinZhao,UTILITY,45,21,24,46.67
XinZhao,BOTTOM,30,12,18,40
XinZhao,,2,0,2,0
Morgana,MIDDLE,335,189,146,56.42
Morgana,UTILITY,4524,2359,2165,52.14
Morgana,BOTTOM,58,31,27,53.45
Morgana,JUNGLE,207,110,97,53.14
Morgana,TOP,68,45,23,66.18
Morgana,,5,0,5,0
Karma,UTILITY,5314,2647,2667,49.81
Karma,TOP,356,184,172,51.69
Karma,MIDDLE,406,211,195,51.97
Karma,BOTTOM,61,27,34,44.26
Karma,JUNGLE,12,6,6,50
Karma,,3,0,3,0
