Name,Role,Opponent,Games,Wins,Losses,WR
DrMundo,BOTTOM,Ezreal,6,3,3,50
DrMundo,BOTTOM,Naafiri,6,6,0,100
DrMundo,BOTTOM,Yasuo,3,0,3,0
DrMundo,BOTTOM,Velkoz,3,0,3,0
DrMundo,BOTTOM,Jinx,6,6,0,100
DrMundo,BOTTOM,Seraphine,3,0,3,0
DrMundo,BOTTOM,Veigar,3,3,0,100
DrMundo,BOTTOM,Mel,8,5,3,62.5
DrMundo,BOTTOM,Irelia,3,0,3,0
DrMundo,BOTTOM,Ashe,3,0,3,0
DrMundo,BOTTOM,Jhin,13,5,8,38.46
DrMundo,JUNGLE,MasterYi,46,32,14,69.57
DrMundo,JUNGLE,Briar,67,38,29,56.72
DrMundo,JUNGLE,Ekko,19,13,6,68.42
DrMundo,JUNGLE,Amumu,84,43,41,51.19
DrMundo,JUNGLE,Darius,38,22,16,57.89
DrMundo,JUNGLE,Nunu,28,14,14,50
DrMundo,JUNGLE,Nocturne,38,28,10,73.68
DrMundo,JUNGLE,Kayn,71,41,30,57.75
DrMundo,JUNGLE,Hecarim,33,26,7,78.79
DrMundo,JUNGLE,Vi,65,41,24,63.08
DrMundo,JUNGLE,Olaf,3,0,3,0
DrMundo,JUNGLE,Diana,35,13,22,37.14
DrMundo,JUNGLE,XinZhao,40,17,23,42.5
DrMundo,JUNGLE,Shaco,38,29,9,76.32
DrMundo,JUNGLE,FiddleSticks,25,8,17,32
DrMundo,JUNGLE,Gragas,16,7,9,43.75
DrMundo,JUNGLE,Rengar,32,17,15,53.13
DrMundo,JUNGLE,Warwick,51,38,13,74.51
DrMundo,JUNGLE,Zed,17,17,0,100
DrMundo,JUNGLE,Ivern,22,15,7,68.18
DrMundo,JUNGLE,Ezreal,7,7,0,100
DrMundo,JUNGLE,Evelynn,32,16,16,50
DrMundo,JUNGLE,Viego,90,35,55,38.89
DrMundo,JUNGLE,Pantheon,32,23,9,71.88
DrMundo,JUNGLE,Shyvana,10,3,7,30
DrMundo,JUNGLE,Nidalee,13,10,3,76.92
DrMundo,JUNGLE,Belveth,26,10,16,38.46
DrMundo,JUNGLE,Volibear,38,9,29,23.68
DrMundo,JUNGLE,MonkeyKing,22,12,10,54.55
DrMundo,JUNGLE,Lillia,65,45,20,69.23
DrMundo,JUNGLE,Kindred,23,6,17,26.09
DrMundo,JUNGLE,Yorick,10,3,7,30
DrMundo,JUNGLE,JarvanIV,14,7,7,50
DrMundo,JUNGLE,Graves,20,6,14,30
DrMundo,JUNGLE,Neeko,7,7,0,100
DrMundo,JUNGLE,Zyra,10,10,0,100
DrMundo,JUNGLE,LeeSin,39,17,22,43.59
DrMundo,JUNGLE,Talon,23,13,10,56.52
DrMundo,JUNGLE,RekSai,17,3,14,17.65
DrMundo,JUNGLE,Garen,13,6,7,46.15
DrMundo,JUNGLE,Elise,23,20,3,86.96
DrMundo,JUNGLE,Khazix,31,16,15,51.61
